NIBRS Code Name,Longitude,Latitude
Motor Vehicle Theft,-84.48644,33.753585
Theft From Motor Vehicle,-84.355881,33.781989
Motor Vehicle Theft,-84.393764,33.736563
Theft From Motor Vehicle,-84.412434,33.806204
All Other Larceny,-84.371975,33.751318
Intimidation,-84.473315,33.776312
Theft From Motor Vehicle,-84.363252,33.781389
Motor Vehicle Theft,-84.387609,33.671782
Drug/Narcotic Violations,-84.349222,33.745337
Theft From Motor Vehicle,-84.368601,33.774544
Drug/Narcotic Violations,-84.353747,33.774561
Motor Vehicle Theft,-84.390709,33.673947
Drug/Narcotic Violations,-84.402677,33.736902
Aggravated Assault,-84.505386,33.701274
Aggravated Assault,-84.468472,33.771012
All Other Larceny,-84.359005,33.767927
Theft From Building,-84.472883,33.788956
Motor Vehicle Theft,-84.453439,33.706947
Destruction/Damage/Vandalism of Property,-84.505386,33.701274
Motor Vehicle Theft,-84.44459,33.722001
Theft From Motor Vehicle,-84.381563,33.859884
Impersonation,-84.36316,33.824305
Simple Assault,-84.378688,33.772064
Simple Assault,-84.410639,33.72257
Drug/Narcotic Violations,-84.416428,33.737878
Shoplifting,-84.365311,33.82746
Motor Vehicle Theft,-84.519674,33.695978
Destruction/Damage/Vandalism of Property,-84.397414,33.741159
Motor Vehicle Theft,-84.399034,33.742835
Theft From Building,-84.331959,33.748077
Simple Assault,-84.397716,33.701115
Destruction/Damage/Vandalism of Property,-84.330941,33.767616
Theft From Motor Vehicle,-84.35006,33.772246
Robbery,-84.390123,33.759364
Motor Vehicle Theft,-84.431561,33.727452
Simple Assault,-84.491041,33.749797
All Other Larceny,-84.420243,33.739708
Destruction/Damage/Vandalism of Property,-84.390123,33.759364
Theft From Motor Vehicle,-84.381559,33.784787
Motor Vehicle Theft,-84.493282,33.688452
Aggravated Assault,-84.508577,33.762156
Destruction/Damage/Vandalism of Property,-84.420233,33.785182
All Other Larceny,-84.461441,33.704398
Theft From Motor Vehicle,-84.383617,33.78556
Credit Card/Automated Teller Machine Fraud,-84.366241,33.816692
Theft From Motor Vehicle,-84.343455,33.740076
Destruction/Damage/Vandalism of Property,-84.505454,33.759601
Simple Assault,-84.510371,33.691365
Impersonation,-84.45994,33.69999
Destruction/Damage/Vandalism of Property,-84.387535,33.784745
False Pretenses/Swindle/Confidence Game,-84.490449,33.780991
All Other Larceny,-84.437876,33.76687
Destruction/Damage/Vandalism of Property,-84.36584,33.775198
Destruction/Damage/Vandalism of Property,-84.365733,33.753111
Theft From Motor Vehicle,-84.363345,33.73881
Motor Vehicle Theft,-84.408225,33.782234
Destruction/Damage/Vandalism of Property,-84.515079,33.692648
Fondling,-84.489106,33.752828
All Other Larceny,-84.314351,33.74545
Theft From Motor Vehicle,-84.381618,33.860262
All Other Larceny,-84.42135,33.750959
Burglary/Breaking & Entering,-84.441763,33.770751
Destruction/Damage/Vandalism of Property,-84.49298,33.78681
Burglary/Breaking & Entering,-84.42601,33.841337
Destruction/Damage/Vandalism of Property,-84.490761,33.727824
Drug/Narcotic Violations,-84.395948,33.681406
Drug/Narcotic Violations,-84.375268,33.754492
Theft From Motor Vehicle,-84.504763,33.761348
Theft From Motor Vehicle,-84.395914,33.860089
Drug/Narcotic Violations,-84.391992,33.741844
Theft From Motor Vehicle,-84.424503,33.811728
Aggravated Assault,-84.417409,33.737905
Weapon Law Violations,-84.365175,33.820741
Motor Vehicle Theft,-84.414858,33.73354
Simple Assault,-84.516958,33.676319
Identity Theft,-84.466483,33.751855
Theft From Motor Vehicle,-84.412754,33.809142
Destruction/Damage/Vandalism of Property,-84.380338,33.801136
All Other Larceny,-84.374296,33.764423
Simple Assault,-84.469789,33.743622
Motor Vehicle Theft,-84.379361,33.733329
Motor Vehicle Theft,-84.364275,33.754708
Intimidation,-84.357657,33.773515
Simple Assault,-84.513012,33.767778
Motor Vehicle Theft,-84.388169,33.784703
Theft From Motor Vehicle,-84.383847,33.869497
Aggravated Assault,-84.513012,33.767778
Drug/Narcotic Violations,-84.417097,33.768576
Destruction/Damage/Vandalism of Property,-84.367599,33.71965
Fondling,-84.440792,33.802251
Theft From Motor Vehicle,-84.376237,33.839343
Simple Assault,-84.379236,33.863335
Theft From Motor Vehicle,-84.405299,33.755595
All Other Larceny,-84.39557,33.793206
Aggravated Assault,-84.401465,33.742546
Simple Assault,-84.410014,33.781381
Motor Vehicle Theft,-84.363315,33.758982
Simple Assault,-84.467704,33.780184
Theft From Motor Vehicle,-84.352817,33.775859
Credit Card/Automated Teller Machine Fraud,-84.351988,33.819502
Drug/Narcotic Violations,-84.434158,33.763725
Robbery,-84.38761,33.76025
Simple Assault,-84.385193,33.756837
Drug/Narcotic Violations,-84.439199,33.640881
Destruction/Damage/Vandalism of Property,-84.392488,33.808856
Simple Assault,-84.407905,33.777137
Shoplifting,-84.346018,33.759573
Motor Vehicle Theft,-84.443297,33.722222
Shoplifting,-84.362119,33.84676
Drug/Narcotic Violations,-84.337326,33.735792
Impersonation,-84.402335,33.790596
All Other Larceny,-84.293402,33.747444
Simple Assault,-84.442465,33.640387
Impersonation,-84.380896,33.777631
Shoplifting,-84.384912,33.702624
False Pretenses/Swindle/Confidence Game,-84.364775,33.823522
Burglary/Breaking & Entering,-84.52364,33.696499
False Pretenses/Swindle/Confidence Game,-84.389618,33.787026
Motor Vehicle Theft,-84.412412,33.807049
Burglary/Breaking & Entering,-84.377492,33.748241
Theft From Motor Vehicle,-84.436264,33.716796
Embezzlement,-84.362601,33.853069
Destruction/Damage/Vandalism of Property,-84.401979,33.751853
Identity Theft,-84.377359,33.755298
All Other Larceny,-84.410558,33.780063
Theft From Motor Vehicle,-84.383397,33.758949
Theft From Motor Vehicle,-84.357541,33.848211
All Other Larceny,-84.379684,33.842147
Theft of Motor Vehicle Parts or Accessories,-84.370478,33.818894
Robbery,-84.417841,33.772362
All Other Larceny,-84.409061,33.766128
Drug/Narcotic Violations,-84.458159,33.816154
Weapon Law Violations,-84.494522,33.787355
Motor Vehicle Theft,-84.373145,33.844214
All Other Larceny,-84.365036,33.772963
Motor Vehicle Theft,-84.521052,33.69538
Drug/Narcotic Violations,-84.494522,33.787355
Destruction/Damage/Vandalism of Property,-84.373145,33.844214
Motor Vehicle Theft,-84.520908,33.69639
Shoplifting,-84.362119,33.84676
Robbery,-84.359349,33.810196
Aggravated Assault,-84.478369,33.792336
Destruction/Damage/Vandalism of Property,-84.520908,33.69639
Drug/Narcotic Violations,-84.488518,33.750714
Theft From Motor Vehicle,-84.452718,33.76142
Theft From Motor Vehicle,-84.384151,33.762207
Shoplifting,-84.424894,33.640678
Aggravated Assault,-84.491271,33.684068
Theft From Motor Vehicle,-84.408791,33.792566
Simple Assault,-84.393391,33.768031
Theft From Motor Vehicle,-84.469498,33.789331
Credit Card/Automated Teller Machine Fraud,-84.394417,33.748137
Destruction/Damage/Vandalism of Property,-84.382163,33.71804
Destruction/Damage/Vandalism of Property,-84.379655,33.736012
Drug/Narcotic Violations,-84.439959,33.812295
Theft From Motor Vehicle,-84.357162,33.826849
Burglary/Breaking & Entering,-84.379655,33.736012
Destruction/Damage/Vandalism of Property,-84.416324,33.809239
Simple Assault,-84.367589,33.764066
Drug/Narcotic Violations,-84.37141,33.8438
Destruction/Damage/Vandalism of Property,-84.372074,33.850066
Destruction/Damage/Vandalism of Property,-84.398722,33.673413
Motor Vehicle Theft,-84.440259,33.734296
Theft From Building,-84.420639,33.761481
Drug/Narcotic Violations,-84.439912,33.763239
Motor Vehicle Theft,-84.374649,33.754643
Aggravated Assault,-84.442753,33.75966
Destruction/Damage/Vandalism of Property,-84.385289,33.759342
Wire Fraud,-84.36758,33.840905
False Pretenses/Swindle/Confidence Game,-84.366317,33.817155
Impersonation,-84.413171,33.806708
Simple Assault,-84.51126,33.731489
Destruction/Damage/Vandalism of Property,-84.520908,33.69639
Theft From Motor Vehicle,-84.418509,33.800135
Theft From Motor Vehicle,-84.331198,33.758526
Destruction/Damage/Vandalism of Property,-84.488518,33.750714
Simple Assault,-84.397341,33.73493
All Other Larceny,-84.390687,33.694388
Theft From Motor Vehicle,-84.372206,33.746512
Aggravated Assault,-84.374744,33.706884
Impersonation,-84.386638,33.782808
Theft From Motor Vehicle,-84.368569,33.798336
Shoplifting,-84.50436,33.759284
Motor Vehicle Theft,-84.387374,33.716117
Destruction/Damage/Vandalism of Property,-84.381991,33.746758
Destruction/Damage/Vandalism of Property,-84.384405,33.771991
Theft From Motor Vehicle,-84.381991,33.746758
Destruction/Damage/Vandalism of Property,-84.423243,33.812364
Motor Vehicle Theft,-84.510607,33.734366
Theft of Motor Vehicle Parts or Accessories,-84.452545,33.7027
Theft From Motor Vehicle,-84.357812,33.75506
Drug/Narcotic Violations,-84.381494,33.772853
Shoplifting,-84.394378,33.792263
All Other Larceny,-84.503857,33.722739
False Pretenses/Swindle/Confidence Game,-84.369323,33.844207
False Pretenses/Swindle/Confidence Game,-84.401893,33.875453
Wire Fraud,-84.35315,33.689424
Destruction/Damage/Vandalism of Property,-84.437911,33.763806
Motor Vehicle Theft,-84.484107,33.752932
Drug/Narcotic Violations,-84.362936,33.82289
Theft From Motor Vehicle,-84.384488,33.772579
Intimidation,-84.478765,33.65037
Destruction/Damage/Vandalism of Property,-84.36333,33.774987
All Other Larceny,-84.502823,33.758235
Motor Vehicle Theft,-84.388965,33.736257
Destruction/Damage/Vandalism of Property,-84.358972,33.82617
Drug/Narcotic Violations,-84.426052,33.798575
Motor Vehicle Theft,-84.3995,33.790317
Simple Assault,-84.465953,33.701593
Simple Assault,-84.432302,33.736617
Shoplifting,-84.487327,33.688338
Theft From Motor Vehicle,-84.495333,33.747097
Motor Vehicle Theft,-84.386893,33.732824
Simple Assault,-84.37857,33.812017
Shoplifting,-84.493134,33.685842
Weapon Law Violations,-84.402932,33.763425
Simple Assault,-84.329071,33.756639
Drug/Narcotic Violations,-84.409022,33.682739
Theft From Motor Vehicle,-84.388571,33.788738
Drug/Narcotic Violations,-84.402932,33.763425
All Other Larceny,-84.397786,33.792817
All Other Larceny,-84.379792,33.749962
Drug/Narcotic Violations,-84.49284,33.752454
Drug/Narcotic Violations,-84.352519,33.825128
Destruction/Damage/Vandalism of Property,-84.350833,33.818028
Aggravated Assault,-84.50499,33.772495
Simple Assault,-84.472617,33.790892
Identity Theft,-84.358577,33.773498
Motor Vehicle Theft,-84.404601,33.792566
Motor Vehicle Theft,-84.375053,33.733442
Aggravated Assault,-84.440874,33.726133
Motor Vehicle Theft,-84.387303,33.700826
Destruction/Damage/Vandalism of Property,-84.404601,33.792566
Embezzlement,-84.40487,33.781694
Aggravated Assault,-84.485002,33.706488
False Pretenses/Swindle/Confidence Game,-84.464064,33.639841
Embezzlement,-84.367795,33.847346
Motor Vehicle Theft,-84.404983,33.76527
Robbery,-84.410794,33.7238
False Pretenses/Swindle/Confidence Game,-84.413141,33.712079
Theft From Motor Vehicle,-84.389943,33.789493
Destruction/Damage/Vandalism of Property,-84.485002,33.706488
Drug/Narcotic Violations,-84.387045,33.745746
Burglary/Breaking & Entering,-84.41204,33.733345
False Pretenses/Swindle/Confidence Game,-84.361759,33.810489
Theft From Building,-84.374618,33.754844
Sodomy,-84.380356,33.769113
Intimidation,-84.351988,33.819502
Aggravated Assault,-84.379304,33.842058
Theft From Motor Vehicle,-84.387408,33.690591
Credit Card/Automated Teller Machine Fraud,-84.425227,33.6408
Burglary/Breaking & Entering,-84.506609,33.706865
Motor Vehicle Theft,-84.523717,33.663869
Simple Assault,-84.414315,33.75802
Theft From Motor Vehicle,-84.449567,33.790096
Impersonation,-84.386561,33.834859
Theft From Motor Vehicle,-84.389047,33.753008
Weapon Law Violations,-84.442465,33.640387
All Other Larceny,-84.377341,33.837107
Theft From Motor Vehicle,-84.386876,33.727091
Simple Assault,-84.397184,33.757895
Motor Vehicle Theft,-84.364136,33.731972
Motor Vehicle Theft,-84.385928,33.724687
Drug/Narcotic Violations,-84.38161,33.704125
Weapon Law Violations,-84.38161,33.704125
Counterfeiting/Forgery,-84.350569,33.764003
Counterfeiting/Forgery,-84.349164,33.767042
All Other Larceny,-84.369371,33.792625
Destruction/Damage/Vandalism of Property,-84.410016,33.770223
Motor Vehicle Theft,-84.39609,33.735178
Shoplifting,-84.370939,33.850166
Motor Vehicle Theft,-84.433296,33.755269
Motor Vehicle Theft,-84.378194,33.751572
Destruction/Damage/Vandalism of Property,-84.39609,33.735178
False Pretenses/Swindle/Confidence Game,-84.384283,33.734296
Impersonation,-84.424974,33.723176
All Other Larceny,-84.363293,33.777419
Motor Vehicle Theft,-84.442898,33.724104
Destruction/Damage/Vandalism of Property,-84.42804,33.810077
Drug/Narcotic Violations,-84.351975,33.823668
Impersonation,-84.362279,33.846108
Simple Assault,-84.349603,33.757357
Theft From Building,-84.359629,33.792334
Theft From Motor Vehicle,-84.380636,33.779664
Stolen Property Offenses,-84.351975,33.823668
Theft From Motor Vehicle,-84.395561,33.738876
All Other Larceny,-84.511757,33.756862
False Pretenses/Swindle/Confidence Game,-84.433705,33.731418
Wire Fraud,-84.510149,33.657114
All Other Larceny,-84.38081,33.730593
Theft From Motor Vehicle,-84.375282,33.844369
Destruction/Damage/Vandalism of Property,-84.494736,33.730655
Motor Vehicle Theft,-84.413623,33.759132
Aggravated Assault,-84.47918,33.74291
Drug/Narcotic Violations,-84.367379,33.821067
Theft From Motor Vehicle,-84.372726,33.793252
Burglary/Breaking & Entering,-84.476559,33.796996
Theft of Motor Vehicle Parts or Accessories,-84.374212,33.849297
Theft From Motor Vehicle,-84.310452,33.754573
Simple Assault,-84.392154,33.749052
Aggravated Assault,-84.460238,33.754953
Theft From Motor Vehicle,-84.445985,33.638857
Shoplifting,-84.362119,33.84676
All Other Larceny,-84.444368,33.640311
Motor Vehicle Theft,-84.402085,33.738981
Theft From Motor Vehicle,-84.393817,33.660311
Stolen Property Offenses,-84.388354,33.752527
Theft of Motor Vehicle Parts or Accessories,-84.492462,33.782398
Destruction/Damage/Vandalism of Property,-84.371448,33.848003
Destruction/Damage/Vandalism of Property,-84.362425,33.740812
Intimidation,-84.384961,33.672159
Theft From Motor Vehicle,-84.352203,33.763161
Theft From Motor Vehicle,-84.451658,33.860995
Burglary/Breaking & Entering,-84.362425,33.740812
Burglary/Breaking & Entering,-84.468626,33.751729
All Other Larceny,-84.387402,33.760721
Theft From Motor Vehicle,-84.464081,33.779785
Drug/Narcotic Violations,-84.437474,33.640725
Shoplifting,-84.418901,33.639344
Theft From Motor Vehicle,-84.37916,33.822055
Destruction/Damage/Vandalism of Property,-84.508116,33.748764
False Pretenses/Swindle/Confidence Game,-84.459058,33.642498
All Other Larceny,-84.478176,33.723742
Impersonation,-84.398203,33.740521
All Other Larceny,-84.363397,33.85037
Motor Vehicle Theft,-84.432461,33.748274
Theft From Motor Vehicle,-84.393815,33.804436
All Other Larceny,-84.40776,33.685595
Drug/Narcotic Violations,-84.444368,33.640311
Aggravated Assault,-84.452982,33.750273
Motor Vehicle Theft,-84.4205,33.745873
Shoplifting,-84.362119,33.84676
Drug/Narcotic Violations,-84.394592,33.748207
Theft From Motor Vehicle,-84.396384,33.76346
All Other Larceny,-84.393386,33.73693
Motor Vehicle Theft,-84.336026,33.755536
Theft From Motor Vehicle,-84.42472,33.850278
Shoplifting,-84.323242,33.726019
Theft From Motor Vehicle,-84.378148,33.769348
Drug/Narcotic Violations,-84.373886,33.811774
Drug/Narcotic Violations,-84.453851,33.708272
Simple Assault,-84.392373,33.812325
Theft From Coin-Operated Machine or Device,-84.507913,33.762482
Destruction/Damage/Vandalism of Property,-84.342434,33.739878
Aggravated Assault,-84.384415,33.718221
Simple Assault,-84.540376,33.690493
Robbery,-84.409022,33.682739
Theft From Motor Vehicle,-84.36494,33.728115
Drug/Narcotic Violations,-84.329307,33.745329
Pornography/Obscene Material,-84.355488,33.740719
Destruction/Damage/Vandalism of Property,-84.385601,33.763798
Credit Card/Automated Teller Machine Fraud,-84.472617,33.790892
Theft From Motor Vehicle,-84.505457,33.715001
Drug/Narcotic Violations,-84.489069,33.751029
Simple Assault,-84.414348,33.799378
Impersonation,-84.392736,33.747401
Bribery,-84.404458,33.757909
Destruction/Damage/Vandalism of Property,-84.425819,33.740452
Destruction/Damage/Vandalism of Property,-84.410898,33.70794
Motor Vehicle Theft,-84.518379,33.696198
Theft From Building,-84.370185,33.846921
Simple Assault,-84.444376,33.710402
Embezzlement,-84.381479,33.852559
Motor Vehicle Theft,-84.500394,33.698927
Shoplifting,-84.362119,33.84676
Burglary/Breaking & Entering,-84.371913,33.751685
Fondling,-84.382159,33.786485
Burglary/Breaking & Entering,-84.430696,33.72181
Theft From Motor Vehicle,-84.394068,33.80482
Motor Vehicle Theft,-84.346101,33.759565
Burglary/Breaking & Entering,-84.357107,33.71674
Shoplifting,-84.534622,33.697039
Theft From Motor Vehicle,-84.406869,33.784947
All Other Larceny,-84.45478,33.757337
Theft From Motor Vehicle,-84.320008,33.759971
Motor Vehicle Theft,-84.421547,33.760321
Drug/Narcotic Violations,-84.418326,33.765123
False Pretenses/Swindle/Confidence Game,-84.403906,33.79318
Drug/Narcotic Violations,-84.393291,33.717171
Motor Vehicle Theft,-84.388571,33.788738
Theft of Motor Vehicle Parts or Accessories,-84.358283,33.812233
Simple Assault,-84.371059,33.772309
Credit Card/Automated Teller Machine Fraud,-84.353068,33.865017
All Other Larceny,-84.403363,33.724501
Drug/Narcotic Violations,-84.40816,33.679857
Theft From Motor Vehicle,-84.413844,33.808757
All Other Larceny,-84.371013,33.797888
Theft From Building,-84.38389,33.777985
Theft From Motor Vehicle,-84.429614,33.801573
Destruction/Damage/Vandalism of Property,-84.35889,33.708764
All Other Larceny,-84.330738,33.747609
Theft From Motor Vehicle,-84.349179,33.766284
Simple Assault,-84.433697,33.736642
Burglary/Breaking & Entering,-84.406927,33.770224
All Other Larceny,-84.35392,33.751664
Motor Vehicle Theft,-84.391833,33.67295
Credit Card/Automated Teller Machine Fraud,-84.350865,33.716097
Drug/Narcotic Violations,-84.453485,33.776387
Theft From Motor Vehicle,-84.487204,33.691677
Drug/Narcotic Violations,-84.38764,33.732061
Robbery,-84.416431,33.676635
Drug/Narcotic Violations,-84.389638,33.751942
Shoplifting,-84.362119,33.84676
Motor Vehicle Theft,-84.382495,33.781742
Theft From Motor Vehicle,-84.395728,33.680123
Destruction/Damage/Vandalism of Property,-84.415068,33.736451
Drug/Narcotic Violations,-84.415173,33.754518
Burglary/Breaking & Entering,-84.452434,33.818928
Theft From Motor Vehicle,-84.427569,33.804151
Destruction/Damage/Vandalism of Property,-84.355713,33.812548
Destruction/Damage/Vandalism of Property,-84.494366,33.699541
All Other Larceny,-84.383528,33.78409
Shoplifting,-84.390123,33.759364
Simple Assault,-84.433144,33.737504
Drug/Narcotic Violations,-84.372373,33.7636
Simple Assault,-84.388169,33.784703
Motor Vehicle Theft,-84.403935,33.745809
False Pretenses/Swindle/Confidence Game,-84.414171,33.820858
Simple Assault,-84.411391,33.766105
Shoplifting,-84.363495,33.82392
Destruction/Damage/Vandalism of Property,-84.407935,33.703648
Drug/Narcotic Violations,-84.40816,33.679857
Motor Vehicle Theft,-84.385055,33.72157
Impersonation,-84.455232,33.731558
Destruction/Damage/Vandalism of Property,-84.436453,33.801693
Simple Assault,-84.384955,33.761582
All Other Larceny,-84.383143,33.761566
Theft From Motor Vehicle,-84.358542,33.761962
Aggravated Assault,-84.494854,33.699266
Theft From Motor Vehicle,-84.389536,33.816371
Destruction/Damage/Vandalism of Property,-84.412752,33.808924
Simple Assault,-84.540376,33.690493
Destruction/Damage/Vandalism of Property,-84.320434,33.756
Drug/Narcotic Violations,-84.469277,33.777593
Simple Assault,-84.454625,33.750222
Motor Vehicle Theft,-84.400808,33.790116
False Pretenses/Swindle/Confidence Game,-84.367917,33.821753
Simple Assault,-84.381761,33.835181
Theft From Motor Vehicle,-84.383057,33.854082
Theft of Motor Vehicle Parts or Accessories,-84.3913,33.712986
False Pretenses/Swindle/Confidence Game,-84.387395,33.673601
Theft From Motor Vehicle,-84.429392,33.850813
Destruction/Damage/Vandalism of Property,-84.509084,33.65687
Robbery,-84.449591,33.776251
Credit Card/Automated Teller Machine Fraud,-84.420486,33.851595
Motor Vehicle Theft,-84.364297,33.822661
Burglary/Breaking & Entering,-84.353401,33.709175
Aggravated Assault,-84.336026,33.755536
Theft From Motor Vehicle,-84.420486,33.851595
Theft From Motor Vehicle,-84.424949,33.69949
Simple Assault,-84.430664,33.76204
Burglary/Breaking & Entering,-84.414365,33.734634
Motor Vehicle Theft,-84.374306,33.838194
Destruction/Damage/Vandalism of Property,-84.383459,33.728059
All Other Larceny,-84.365708,33.772552
Aggravated Assault,-84.505597,33.760147
Impersonation,-84.378985,33.841717
Drug/Narcotic Violations,-84.385925,33.764434
Simple Assault,-84.365036,33.772963
Destruction/Damage/Vandalism of Property,-84.391273,33.725717
Aggravated Assault,-84.400394,33.748247
Aggravated Assault,-84.395388,33.731304
Theft From Motor Vehicle,-84.431923,33.750822
Burglary/Breaking & Entering,-84.452545,33.7027
Motor Vehicle Theft,-84.373096,33.746656
Theft From Motor Vehicle,-84.384995,33.77001
False Pretenses/Swindle/Confidence Game,-84.384102,33.757962
Destruction/Damage/Vandalism of Property,-84.421668,33.75501
False Pretenses/Swindle/Confidence Game,-84.41434,33.801156
Simple Assault,-84.413623,33.759132
Shoplifting,-84.371743,33.75732
Theft From Motor Vehicle,-84.444103,33.726244
Theft From Motor Vehicle,-84.370237,33.842471
Shoplifting,-84.362119,33.84676
Motor Vehicle Theft,-84.437975,33.748607
Destruction/Damage/Vandalism of Property,-84.444103,33.726244
Destruction/Damage/Vandalism of Property,-84.399743,33.673256
Intimidation,-84.372029,33.767063
Destruction/Damage/Vandalism of Property,-84.4199,33.839753
Purse-snatching,-84.389421,33.73296
Theft From Motor Vehicle,-84.38306,33.785594
Aggravated Assault,-84.355479,33.649791
Counterfeiting/Forgery,-84.375707,33.808334
Simple Assault,-84.381323,33.781885
False Pretenses/Swindle/Confidence Game,-84.41633,33.770215
Destruction/Damage/Vandalism of Property,-84.450582,33.767221
Shoplifting,-84.434472,33.738254
Shoplifting,-84.365589,33.822946
Motor Vehicle Theft,-84.381896,33.741447
Simple Assault,-84.424509,33.748809
Drug/Narcotic Violations,-84.418071,33.718303
All Other Larceny,-84.384108,33.787663
Motor Vehicle Theft,-84.415955,33.676198
Theft From Motor Vehicle,-84.496226,33.699854
Simple Assault,-84.292511,33.747372
Simple Assault,-84.419999,33.745178
Burglary/Breaking & Entering,-84.484902,33.72019
Impersonation,-84.408158,33.681639
Drug/Narcotic Violations,-84.357279,33.767323
All Other Larceny,-84.443981,33.758021
Motor Vehicle Theft,-84.465331,33.787211
Impersonation,-84.301062,33.750766
Destruction/Damage/Vandalism of Property,-84.438962,33.744055
Destruction/Damage/Vandalism of Property,-84.407604,33.723493
Theft From Motor Vehicle,-84.392629,33.685538
Credit Card/Automated Teller Machine Fraud,-84.36225,33.851861
Aggravated Assault,-84.389948,33.669825
Drug Equipment Violations,-84.416735,33.74078
Burglary/Breaking & Entering,-84.368725,33.780966
Weapon Law Violations,-84.414009,33.732517
All Other Larceny,-84.37236,33.843136
Drug/Narcotic Violations,-84.392801,33.722873
Drug/Narcotic Violations,-84.430026,33.734527
Drug/Narcotic Violations,-84.414009,33.732517
Impersonation,-84.398267,33.708673
Simple Assault,-84.384843,33.777591
Drug/Narcotic Violations,-84.407698,33.681274
All Other Larceny,-84.36016,33.761659
Credit Card/Automated Teller Machine Fraud,-84.383133,33.76567
Destruction/Damage/Vandalism of Property,-84.463753,33.704148
Shoplifting,-84.502796,33.758231
Destruction/Damage/Vandalism of Property,-84.393659,33.679878
Impersonation,-84.461392,33.750326
Drug/Narcotic Violations,-84.380421,33.708483
Motor Vehicle Theft,-84.366949,33.82179
False Pretenses/Swindle/Confidence Game,-84.385605,33.756308
Motor Vehicle Theft,-84.391797,33.749795
Drug/Narcotic Violations,-84.351907,33.823827
All Other Larceny,-84.443785,33.640766
False Pretenses/Swindle/Confidence Game,-84.385605,33.756308
All Other Larceny,-84.403198,33.749836
Stolen Property Offenses,-84.351907,33.823827
Simple Assault,-84.340195,33.760688
Aggravated Assault,-84.45994,33.69999
Shoplifting,-84.362279,33.846108
Motor Vehicle Theft,-84.513094,33.657383
Motor Vehicle Theft,-84.428692,33.848619
Drug/Narcotic Violations,-84.391844,33.736893
Shoplifting,-84.360934,33.822391
Motor Vehicle Theft,-84.419384,33.744366
Drug Equipment Violations,-84.351907,33.823827
Embezzlement,-84.36116,33.85252
All Other Larceny,-84.388571,33.788738
Shoplifting,-84.359731,33.8529
Simple Assault,-84.367725,33.822243
Drug/Narcotic Violations,-84.41544,33.754583
Simple Assault,-84.393386,33.73693
Motor Vehicle Theft,-84.381886,33.722967
Burglary/Breaking & Entering,-84.400585,33.811366
Simple Assault,-84.38217,33.848982
Motor Vehicle Theft,-84.413949,33.758015
Simple Assault,-84.503442,33.757709
Drug/Narcotic Violations,-84.377729,33.708698
Stolen Property Offenses,-84.488087,33.751469
Theft From Motor Vehicle,-84.381246,33.788035
Intimidation,-84.514358,33.661822
All Other Larceny,-84.443413,33.750827
Intimidation,-84.411655,33.701123
Aggravated Assault,-84.434939,33.737777
Simple Assault,-84.444951,33.785982
Stolen Property Offenses,-84.469593,33.713722
Simple Assault,-84.374228,33.746522
Credit Card/Automated Teller Machine Fraud,-84.355991,33.740677
False Pretenses/Swindle/Confidence Game,-84.379495,33.842686
Destruction/Damage/Vandalism of Property,-84.374696,33.837128
False Pretenses/Swindle/Confidence Game,-84.400665,33.750787
Destruction/Damage/Vandalism of Property,-84.348932,33.743117
Identity Theft,-84.383986,33.779938
Theft From Motor Vehicle,-84.366678,33.768889
Theft From Motor Vehicle,-84.37132,33.75431
Motor Vehicle Theft,-84.470479,33.80052
Motor Vehicle Theft,-84.371421,33.764698
Motor Vehicle Theft,-84.411098,33.720661
Simple Assault,-84.386473,33.748965
Burglary/Breaking & Entering,-84.403803,33.820531
Theft From Motor Vehicle,-84.375972,33.741323
Burglary/Breaking & Entering,-84.374231,33.672162
Burglary/Breaking & Entering,-84.424372,33.726133
Simple Assault,-84.424894,33.640678
Motor Vehicle Theft,-84.443453,33.723276
Credit Card/Automated Teller Machine Fraud,-84.471022,33.805433
Identity Theft,-84.394068,33.80482
Destruction/Damage/Vandalism of Property,-84.455726,33.777454
Destruction/Damage/Vandalism of Property,-84.385992,33.759575
Simple Assault,-84.47166,33.789956
Drug/Narcotic Violations,-84.390088,33.759339
Destruction/Damage/Vandalism of Property,-84.418904,33.744017
All Other Larceny,-84.368208,33.77379
Drug/Narcotic Violations,-84.405211,33.740469
Theft From Motor Vehicle,-84.409153,33.781557
Embezzlement,-84.394521,33.702264
Theft From Motor Vehicle,-84.366678,33.768889
Drug/Narcotic Violations,-84.393301,33.743404
Destruction/Damage/Vandalism of Property,-84.367917,33.821753
Simple Assault,-84.389862,33.750781
Theft From Motor Vehicle,-84.451358,33.754924
Motor Vehicle Theft,-84.359738,33.740366
Theft From Motor Vehicle,-84.376568,33.757697
Destruction/Damage/Vandalism of Property,-84.408855,33.778168
Theft From Motor Vehicle,-84.395996,33.738341
Simple Assault,-84.379943,33.705597
Simple Assault,-84.376568,33.757697
Aggravated Assault,-84.432241,33.764158
Destruction/Damage/Vandalism of Property,-84.430978,33.771519
Theft From Motor Vehicle,-84.367499,33.790727
Destruction/Damage/Vandalism of Property,-84.509966,33.74107
Theft From Motor Vehicle,-84.376623,33.753647
All Other Larceny,-84.385904,33.786142
Destruction/Damage/Vandalism of Property,-84.427006,33.742027
Theft From Motor Vehicle,-84.386476,33.723918
Theft From Motor Vehicle,-84.398222,33.753144
Burglary/Breaking & Entering,-84.375739,33.837523
