Street Name,From Street Name,To Street Name,Surface Distress Index,Roughness Index,Condition Rating
10TH ST,HAMPTON ST,CURRAN ST,44.5,91.95697523,Fair
10TH ST,HEMPHILL AVE,CENTER ST,22.655,45.69901794,Poor
10TH ST,FIELDER AVE,NORTHSIDE DR,10.695,36.04721337,Very Poor
10TH ST,PIEDMONT AVE,MYRTLE ST,75.37,88.99771176,Very Good
10TH ST,CENTER ST,HIRSCH ST,20.99,49.58878636,Poor
10TH ST,ATLANTIC DR,HOLLY ST,42.025,45.49468787,Poor
10TH ST,TECHWOOD DR,TECHWOOD DR,82.6,63.951,Very Good
10TH ST,WEST END,BRADY AVE,79.9,78.14045692,Very Good
10TH ST,WATKINS ST,FIELDER AVE,52.195,49.31470782,Marginal
10TH ST,TAFT AVE,CHARLES ALLEN DR,56.9,44.92581802,Marginal
10TH ST,IMAGE AVE,WATKINS ST,63.975,70.21091859,Good
10TH ST,HIRSCH ST,GREENFIELD ST,68.1,65.1003375,Good
10TH ST,HOWELL MILL RD,IMAGE AVE,69.6,64.08803202,Good
10TH ST,CHARLES ALLEN DR,MONROE DR,68.14,57.4363932,Fair
10TH ST,JUNIPER ST,PIEDMONT AVE,55.0,63.56782764,Fair
10TH ST,WILLIAMS ST,SPRING ST,92.2,77.5278,Excellent
10TH ST,SPRING ST,WEST PEACHTREE ST,70.38,51.46978391,Fair
10TH ST,TUMLIN ST,DALNEY ST,60.465,42.69246503,Marginal
10TH ST,MYRTLE ST,ARGONNE AVE,55.07,57.15565085,Fair
10TH ST,ARGONNE AVE,TAFT AVE,28.7,53.66967306,Poor
10TH ST,DOWNTOWN CONNECTOR,WILLIAMS ST,59.685,76.53874759,Good
10TH ST,CRESCENT AVE,PEACHTREE ST,86.0,67.3,Very Good
10TH ST,STATE ST,ATLANTIC DR,86.0,67.3,Very Good
10TH ST,GREENFIELD ST,TUMLIN ST,75.97,56.59995733,Good
10TH ST,PEACHTREE WALK,CRESCENT AVE,36.575,54.79901008,Poor
10TH ST,DALNEY ST,STATE ST,7.47,35.64404912,Very Poor
10TH ST,PEACHTREE ST,JUNIPER ST,61.83,50.05974593,Fair
10TH ST,CURRAN ST,HEMPHILL AVE,63.26,76.28889888,Good
10TH ST,BRADY AVE,HOWELL MILL RD,14.895,47.92490009,Very Poor
10TH ST NW,TECHWOOD DR NW,FOWLER ST,83.1,64.47975,Very Good
10TH ST NW,TECHWOOD DR NW,I-75-85,70.27,93.53425146,Very Good
10TH ST NW,FOWLER ST,HOLLY ST NW,80.0,61.0,Good
10TH ST NW,HAMPTON ST NW,NORTHSIDE DR NW,44.5,91.95697523,Fair
11TH ST,DICKSON PL,PIEDMONT AVE,38.735,70.3811948,Marginal
11TH ST,CRESCENT AVE,PEACHTREE ST,72.2,52.17032721,Good
11TH ST,JUNIPER ST,DICKSON PL,49.915,53.80517013,Marginal
11TH ST,STATE ST,ATLANTIC DR,66.51,80.87355221,Good
11TH ST,BELLINGRATH ST,NORTHSIDE DR,16.695,37.12488251,Very Poor
11TH ST,PIEDMONT AVE,EAST END,54.89,69.39077281,Fair
11TH ST,BRADY AVE,HOWELL MILL RD,67.485,58.84606644,Fair
11TH ST,HOWELL MILL RD,ETHEL ST,68.56,51.65539909,Fair
11TH ST,WEST PEACHTREE ST,PEACHTREE WALK,50.51,48.37199558,Marginal
11TH ST,PEACHTREE WALK,CRESCENT AVE,69.2,51.94868652,Fair
11TH ST,PEACHTREE ST,JUNIPER ST,57.1,44.78465292,Marginal
12TH ST,PEACHTREE WALK,CRESCENT AVE,80.5,61.59375,Good
12TH ST,SPRING ST,WEST PEACHTREE ST,61.035,45.39115371,Fair
12TH ST,CRESCENT AVE,PEACHTREE ST,24.22,51.62750185,Poor
12TH ST,WILLIAMS ST,SPRING ST,59.685,76.53874759,Good
12TH ST,PIEDMONT AVE,EAST END,70.59,66.50244048,Good
12TH ST,CRESCENT AVE,PEACHTREE ST,24.22,51.62750185,Poor
12TH ST,WEST PEACHTREE ST,PEACHTREE WALK,63.52,41.23244894,Fair
12TH ST,JUNIPER ST,PIEDMONT AVE,40.79,32.13503281,Poor
12TH ST,PEACHTREE ST,JUNIPER ST,24.22,51.62750185,Poor
12TH ST,SPRING ST,WEST PEACHTREE ST,61.035,45.39115371,Fair
13TH ST,JUNIPER ST,PIEDMONT AVE,44.995,72.46225854,Marginal
13TH ST,SPRING ST,WEST PEACHTREE ST,52.67,52.83542567,Marginal
13TH ST,PEACHTREE ST,JUNIPER ST,7.95,46.10538675,Very Poor
13TH ST,RIDGE AVE,SAINT JAMES AVE,45.4,60.32852551,Marginal
13TH ST,SPRING ST,WEST PEACHTREE ST,52.67,52.83542567,Marginal
13TH ST,SPRING ST,WEST AVE,8.565,38.53456859,Very Poor
13TH ST,SAINT JAMES AVE,SPRING ST,35.7,35.22659787,Poor
13TH ST,PEACHTREE WALK,CRESCENT AVE,71.62,55.86511211,Good
13TH ST NE,PEACHTREE ST NE,PEACHTREE WALK NE,55.775,65.30263828,Fair
14TH PL,14TH ST,NORTH END,76.47,72.26322403,Very Good
14TH ST,HOWELL MILL RD,NORTHSIDE DR,29.285,41.35947701,Poor
14TH ST,WEST PEACHTREE ST,CRESCENT AVE,61.635,56.03813199,Fair
14TH ST,PEACHTREE ST,JUNIPER ST,37.965,32.38050765,Poor
14TH ST,JUNIPER ST,14TH PL,48.7,40.30248344,Marginal
14TH ST,14TH PL,PIEDMONT AVE,47.835,61.14321128,Marginal
14TH ST,CRESCENT AVE,PEACHTREE ST,73.18,54.44835035,Good
15TH ST,PEACHTREE CIR,15TH ST,49.72,71.70447216,Fair
15TH ST,BARNES ST,FOWLER ST,59.62,57.65410164,Fair
15TH ST,15TH ST,PEACHTREE ST,14.375,48.68681962,Very Poor
15TH ST,15TH ST,LAFAYETTE DR,74.7,53.93775,Good
15TH ST,15TH ST,PIEDMONT AVE,49.485,48.45471303,Marginal
15TH ST,LAFAYETTE DR,15TH ST,59.22,63.66861551,Fair
15TH ST,MECASLIN ST,STATE ST,65.545,44.8169363,Fair
15TH ST,WEST PEACHTREE ST,ARTS CENTER WAY,66.8,61.73437167,Good
15TH ST,15TH ST,PEACHTREE CIR,73.6,52.296,Good
15TH ST,15TH ST,YONAH DR,73.6,52.296,Good
16TH ST,STATE ST,16TH ST,41.145,48.16257809,Poor
16TH ST,WILLIAMS ST,SPRING ST,89.2,69.924,Very Good
16TH ST,SPRING ST,WEST PEACHTREE ST,70.12,46.70364,Fair
16TH ST,FRANCIS ST,HOLLY ST,60.6,62.32097758,Fair
16TH ST,MECASLIN ST,STATE ST,63.29,65.63712112,Fair
16TH ST,16TH ST,FRANCIS ST,86.1,69.88724109,Very Good
16TH ST,PEACHTREE ST,PEACHTREE CIR,75.745,70.3193423,Good
16TH ST,BARNES ST,FOWLER ST,87.8,69.16961547,Very Good
16TH ST,HOLLY ST,LYLE PL,23.06,37.52162716,Very Poor
16TH ST,VILLAGE ST,MECASLIN ST,72.55,82.59897896,Very Good
16TH ST,ARTS CENTER WAY,PEACHTREE ST,31.075,36.31691103,Poor
16TH ST,16TH ST,VILLAGE ST,62.35,66.3898077,Fair
16TH ST,LYLE PL,BARNES ST,87.8,69.16961547,Very Good
16TH ST NW,I-75 SB RAMP NW,FOWLER ST NW,66.315,64.3220493,Good
16TH ST NW,FOWLER ST NW,MARKET ST,61.635,30.53016938,Marginal
16TH ST NW,FOWLER ST NW,14TH ST NW,32.0,77.65093845,Marginal
16TH ST NW,STATE ST NW,MARKET ST NW,41.145,48.16257809,Poor
17TH 1/2 ST NW,DISTRICT AVE NW,ATLANTIC DR NW,84.0,65.4,Very Good
17TH 1/2 ST NW,FOWLER ST NW,COMMERCE ST,60.585,79.31760258,Good
17TH 1/2 ST NW,MARKET ST NW,DISTRICT AVE NW,84.0,65.4,Very Good
17TH 1/2 ST NW,COMMERCE ST,MARKET ST NW,65.535,59.56432587,Fair
17TH 1/2 ST NW,DISTRICT AVE NW,DISTRICT AVE NW,84.0,65.4,Very Good
17TH ST,HOWELL MILL RD,BISHOP PL,61.31,37.88543004,Marginal
17TH ST,VILLAGE ST,MECASLIN ST,80.0,61.0,Good
17TH ST,SPRING ST,WEST PEACHTREE ST,31.715,55.04743839,Poor
17TH ST,MECASLIN ST,STATE ST,45.715,70.20390105,Marginal
17TH ST,INMAN CIR,17TH ST NE,47.515,43.09866975,Marginal
17TH ST,STATE ST,MARKET ST,36.12,50.92745924,Poor
17TH ST,SPRING ST,WEST PEACHTREE ST,35.975,50.08019247,Poor
17TH ST,MARKET ST,17 1/2 ST,65.535,59.56432587,Fair
17TH ST,INMAN CIR,INMAN CIR,62.72,32.79904,Marginal
17TH ST,PEACHTREE ST,PEACHTREE CIR,75.0,65.45175462,Good
17TH ST,VILLAGE ST,MECASLIN ST,89.1,69.84975,Very Good
17TH ST,RESERVOIR DR,NORTHSIDE DR,26.105,48.68045039,Poor
17TH ST,17TH ST NE,THE PRADO,57.345,39.88912825,Marginal
17TH ST,MECASLIN ST,STATE ST,43.255,74.31929116,Marginal
17TH ST,INMAN CIR,INMAN CIR,55.2,40.14979296,Marginal
17TH ST,STATE ST,ATLANTIC ST,90.2,70.3118,Very Good
17TH ST,MARKET ST,FOWLER ST,54.355,63.09887129,Fair
17TH ST,NORTHSIDE DR,BISHOP ST,82.9,68.08093309,Very Good
17TH ST,BISHOP ST,VILLAGE ST,89.3,69.99775,Very Good
17TH ST,ATLANTIC ST,DISTRICT ST,60.6,65.21596031,Fair
17TH ST,BISHOP PL,RESERVOIR DR,20.025,56.52721268,Poor
17TH ST,17 1/2 ST,20TH ST,87.9,82.84424976,Excellent
17TH ST,DISTRICT ST,MARKET ST,57.8,50.93555079,Fair
17TH ST NE,PEACHTREE ST NE,PEACHTREE ST NE,43.975,34.6598461,Poor
17TH ST NW,NORTHSIDE DR NW,RESERVOIR DR NW,26.105,48.68045039,Poor
17TH ST NW,VILLAGE ST NW,BISHOP ST NW,40.585,59.32209586,Marginal
17TH ST NW,17TH ST,NORTHSIDE DR NW,40.585,59.32209586,Marginal
17TH ST NW,SPRING ST NW,FOWLER ST NW,87.9,82.84424976,Excellent
17TH ST NW,FOWLER ST NW,SPRING ST NW,100.0,100.0,Excellent
17TH ST NW,DISTRICT AVE NW,DISTRICT AVE NW,60.6,65.21596031,Fair
18TH ST,MECASLIN ST,STATE ST,69.05,89.8453556,Very Good
18TH ST,VILLAGE ST,MECASLIN ST,88.7,76.75960722,Very Good
18TH ST,SPRING ST,WEST PEACHTREE ST,58.775,31.69077716,Marginal
18TH ST,UNNAMED 15,SPRING ST,11.135,35.0771021,Very Poor
18TH ST NW,DISTRICT AVE,DISTRICT AVE NW,84.0,65.4,Very Good
18TH ST NW,MARKET ST NW,MARKET ST NW,98.5,89.53875,Excellent
18TH ST NW,VILLAGE ST NW,17TH ST NW,71.395,77.8012608,Good
18TH ST NW,DISTRICT AVE NW,DISTRICT AVE,84.0,65.4,Very Good
18TH ST NW,DISTRICT AVE NW,ATLANTIC DR NW,80.6,61.711,Good
18TH ST NW,MARKET ST NW,DISTRICT AVE NW,84.0,65.4,Very Good
18TH ST NW,DISTRICT AVE NW,DISTRICT AVE NW,84.0,65.4,Very Good
19TH ST,EAST DISTRICT AVE,MARKET ST,98.5,89.53875,Excellent
19TH ST,ATLANTIC ST,WEST DISTRICT AVE,87.5,68.59375,Very Good
19TH ST,WEST DISTRICT AVE,EAST DISTRICT AVE,98.5,89.53875,Excellent
19TH ST,SPRING ST,BUFORD HIGHWAY,39.01,25.25990386,Poor
19TH ST NW,MARKET ST NW,MARKET ST NW,98.5,89.53875,Excellent
1ST AVE,SE END,LAKEVIEW AVE,83.695,65.09267437,Very Good
1ST AVE,OAKVIEW RD,NORTHERN ST,65.505,64.23846254,Good
1ST AVE,5TH ST,6TH ST,70.5,71.6069519,Good
1ST AVE,3RD ST,5TH ST,70.5,71.6069519,Good
1ST AVE,6TH ST,GRAND AVE,69.33,71.79247332,Good
1ST AVE,MOUNT ZION RD,3RD ST,76.645,74.30368834,Very Good
1ST AVE,HILLCREST AVE,LAKEVIEW AVE,48.135,58.39057649,Marginal
1ST AVE NE,NORTHERN ST NE,HOSEA L WILLIAMS DR NE,11.135,58.54103897,Very Poor
1ST ST,MEMORIAL DR,SUTTON ST,65.99,62.8629239,Fair
1ST ST,FENWOOD ST,NORTH END,80.9,62.05975,Good
1ST ST,SUTTON ST,COTTAGE GROVE AVE,75.22,75.83762224,Very Good
1ST ST,COTTAGE GROVE AVE,HOSEA L WILLIAMS DR,57.135,64.53570322,Fair
1ST ST,FAIR ST,FENWOOD ST,80.9,62.05975,Good
1ST ST,SPRING ST,WEST AVE,5.835,57.01865682,Very Poor
1ST ST,WESTVIEW DR,FAIR ST,69.68,69.74382671,Good
1ST ST,CHURCH ST,GIVENS AVE,65.145,41.02890334,Fair
1ST ST NE,MAYSON AVE NE,WESLEY AVE NE,49.735,49.23753028,Marginal
1ST ST NW,WEST AVE,SAINT PAUL AVE NW,57.89,42.49834718,Marginal
20TH ST,STATE ST NW,MARKET ST,60.585,79.31760258,Good
25TH ST,ALDEN AVE,25TH ST,77.0,61.94950307,Good
25TH ST,ALDEN AVE,25TH ST,77.0,61.94950307,Good
25TH ST,25TH ST,STANDISH AVE,61.88,59.6472643,Fair
25TH ST,STANDISH AVE,PEACHTREE ST,36.925,57.86089692,Poor
26TH ST,26TH ST,ALDEN AVE,55.23,57.25804923,Fair
26TH ST,NW END,ALDEN AVE,59.3,56.72355714,Fair
26TH ST,ALDEN AVE,PEACHTREE ST,64.9,61.19502486,Fair
26TH ST NW,26TH ST NW,END,55.23,57.25804923,Fair
28TH ST,WYCLIFF RD,PEACHTREE ST,47.185,55.02560206,Marginal
28TH ST,ANJACO RD,WYCLIFF RD,65.8,63.36718933,Fair
28TH ST,ARDMORE CIR,ANJACO RD,69.75,46.0734375,Fair
28TH ST,ARDMORE CIR,ARDMORE CIR,82.7,64.05775,Very Good
2ND AVE,GLENWOOD AVE,ALSTON DR,35.585,67.51962165,Marginal
2ND AVE,MEMORIAL DR,COTTAGE GROVE AVE,76.6,56.631,Good
2ND AVE,ALSTON DR,MEMORIAL DR,76.05,65.18676526,Good
2ND AVE,HOSEA L WILLIAMS DR,1ST ST,41.705,50.24483906,Poor
2ND AVE,SOUTH END,GLENWOOD AVE,93.8,82.1198,Excellent
2ND AVE,COTTAGE GROVE AVE,HOSEA L WILLIAMS DR,77.1,60.51723873,Good
2ND AVE NE,BEATY PL,OAKVIEW RD NE,83.695,65.09267437,Very Good
3RD AVE,DEARWOOD DR,4TH ST,35.625,48.45342779,Poor
3RD AVE,HOSEA L WILLIAMS DR,NORTH END,78.6,70.38211395,Very Good
3RD AVE,7TH ST,EAST CLEVELAND AVE,39.105,63.30468347,Marginal
3RD AVE,7TH ST,8TH ST,22.11,38.9802889,Very Poor
3RD AVE,8TH ST,7TH ST,22.11,38.9802889,Very Poor
3RD AVE,4TH ST,7TH ST,22.11,38.9802889,Very Poor
3RD AVE,13TH ST,DEARWOOD DR,38.57,59.29906144,Marginal
3RD AVE,SOUTH END,HOSEA L WILLIAMS DR,58.8,71.45776303,Fair
3RD ST,JUNIPER ST,PIEDMONT AVE,84.8,66.184,Very Good
3RD ST,SAINT JOSEPH AVE,SAINT JAMES AVE,73.1,71.5485699,Good
3RD ST,MEMORIAL DR,COTTAGE GROVE AVE,63.0,73.42580245,Good
3RD ST,ALSTON DR,MEMORIAL DR,67.485,64.5708641,Good
3RD ST,PEACHTREE ST,JUNIPER ST,86.48,70.61711043,Very Good
3RD ST,ARGONNE AVE,DURANT PL,61.115,40.50840266,Marginal
3RD ST,WEST PEACHTREE ST,CYPRESS ST,43.255,54.57323337,Marginal
3RD ST,WEST END,SPRING ST,56.57,42.82278863,Marginal
3RD ST,MARIETTA ST,FORT HOOD PL,40.345,42.27016818,Poor
3RD ST,PIEDMONT AVE,MYRTLE ST,60.595,36.60883811,Marginal
3RD ST,CYPRESS ST,PEACHTREE ST,86.48,70.61711043,Very Good
3RD ST,SPRING ST,WEST PEACHTREE ST,56.57,42.82278863,Marginal
3RD ST NW,HAMPTON ST NW,8TH ST NW,18.63,30.99358347,Very Poor
4TH AVE,COTTAGE GROVE AVE,HOSEA L WILLIAMS DR,61.6,49.56060269,Fair
4TH AVE,HOSEA L WILLIAMS DR,NORTH END,35.775,65.17200459,Marginal
4TH AVE SE,MEMORIAL DR SE,COTTAGE GROVE AVE SE,63.845,59.74229236,Fair
4TH ST,SPRING ST,WEST PEACHTREE ST,33.215,29.30267398,Poor
4TH ST,GRAND AVE,3RD AVE,56.03,48.84909172,Marginal
4TH ST,PENN AVE,ARGONNE AVE,64.755,55.58025972,Fair
4TH ST,PIEDMONT AVE,MYRTLE ST,55.385,68.16342001,Fair
4TH ST,JUNIPER ST,PIEDMONT AVE,77.2,92.78068516,Very Good
4TH ST,SAINT JOSEPH AVE,SAINT JAMES AVE,56.175,67.32261328,Fair
4TH ST,PEACHTREE ST,JUNIPER ST,67.045,57.35439595,Fair
4TH ST,CYPRESS ST,PEACHTREE ST,67.795,42.62994937,Fair
4TH ST,ARGONNE AVE,DURANT PL,77.92,68.39881355,Good
4TH ST,MYRTLE ST,PENN AVE,59.62,67.01378774,Fair
4TH ST,DURANT PL,CHARLES ALLEN DR,88.6,69.471,Very Good
4TH ST,WEST PEACHTREE ST,CYPRESS ST,27.335,46.55322858,Poor
4TH ST NW,FOWLER ST,4TH ST,56.025,69.93827165,Fair
4TH ST NW,MAIN ST NW,SAINT JOSEPH AVE NW,42.09,77.65093845,Marginal
4TH ST NW,FOWLER ST,FOWLER ST,56.025,69.93827165,Fair
4TH ST NW,BRITTAIN DR,FOWLER ST NW,73.27,59.68361175,Good
4TH ST NW,TECHWOOD DR NW,BRITTAIN DR,52.87,73.61505882,Fair
5TH AVE,FAYETTEVILLE RD,NORTH END,23.0,61.50887619,Poor
5TH AVE,HOSEA L WILLIAMS DR,FAYETTEVILLE RD,53.75,78.54133024,Fair
5TH ST,WILLIAMS ST,SPRING ST,67.875,48.02258007,Fair
5TH ST,DURANT PL,CHARLES ALLEN DR,47.835,35.47024841,Poor
5TH ST,JUNIPER ST,PIEDMONT AVE,64.95,67.02721616,Good
5TH ST,DOWNTOWN CONNECTOR,WILLIAMS ST,67.875,48.02258007,Fair
5TH ST,MOUNT ZION RD,1ST AVE,60.27,57.26990031,Fair
5TH ST,MYRTLE ST,PENN AVE,33.1,74.22680972,Marginal
5TH ST,SPRING ST,WEST PEACHTREE ST,69.555,45.73854937,Fair
5TH ST,PENN AVE,ARGONNE AVE,46.315,60.29255972,Marginal
5TH ST,PEACHTREE ST,JUNIPER ST,60.7,73.06140258,Fair
5TH ST,ARGONNE AVE,DURANT PL,62.6,74.48278125,Good
5TH ST,SAINT JOSEPH AVE,SAINT JAMES AVE,66.79,56.7023463,Fair
5TH ST,WEST PEACHTREE ST,CYPRESS ST,60.985,85.93680052,Good
5TH ST,CYPRESS ST,PEACHTREE ST,55.02,43.140096,Marginal
5TH ST,1ST AVE,GRAND AVE,70.5,71.6069519,Good
5TH ST,SAINT JAMES AVE,SPRING ST,17.25,39.19950834,Very Poor
5TH ST,FOWLER ST,TECHWOOD DR,63.51,59.00957402,Fair
5TH ST,PIEDMONT AVE,MYRTLE ST,59.735,51.1929662,Fair
5TH ST,DURANT PL,DURANT PL,66.495,86.7008383,Good
5TH ST,TECHWOOD DR,DOWNTOWN CONNECTOR,81.7,74.65766238,Very Good
5TH ST NE,CHARLES ALLEN DR NE,CHARLES ALLEN DR NE,47.835,35.47024841,Poor
6TH ST,PENN AVE,ARGONNE AVE,82.5,65.74567894,Very Good
6TH ST,HIGHTOWER RD,ETHERIDGE DR,60.5,43.78532623,Marginal
6TH ST,PIEDMONT AVE,MYRTLE ST,73.81,72.80803672,Good
6TH ST,MYRTLE ST,PENN AVE,69.33,74.18904673,Good
6TH ST,ARGONNE AVE,GLENDALE TER,85.27,66.6296775,Very Good
6TH ST,WEST PEACHTREE ST,CYPRESS ST,73.88,61.10784956,Good
6TH ST,TECHWOOD DR,EAST END,47.45,63.5755922,Marginal
6TH ST,GLENDALE TER,DURANT PL,78.445,81.38488344,Very Good
6TH ST,MCMILLAN ST,FERST DR,93.5,81.33875,Excellent
6TH ST,JUNIPER ST,PIEDMONT AVE,37.415,58.84049967,Poor
6TH ST,FOWLER ST,TECHWOOD DR,62.155,68.14913502,Fair
6TH ST,CYPRESS ST,PEACHTREE ST,71.3,56.21717501,Good
6TH ST,DURANT PL,CHARLES ALLEN DR,34.32,24.51404962,Poor
6TH ST,PEACHTREE ST,JUNIPER ST,48.285,60.21076813,Marginal
6TH ST NE,CHARLES ALLEN DR NE,CHARLES ALLEN DR NE,49.77,51.31797933,Marginal
7TH ST,ARGONNE AVE,GLENDALE TER,88.7,73.28248549,Very Good
7TH ST,GLENDALE TER,DURANT PL,36.465,45.64431255,Poor
7TH ST,CYPRESS ST,PEACHTREE ST,47.3,48.24641046,Marginal
7TH ST,DURANT PL,MENTELLE DR,86.2,67.479,Very Good
7TH ST,MYRTLE ST,PENN AVE,69.33,74.18904673,Good
7TH ST,SAINT JAMES AVE,ETHERIDGE DR,9.13,44.80131236,Very Poor
7TH ST,PIEDMONT AVE,MYRTLE ST,66.9,79.04779666,Good
7TH ST,JUNIPER ST,PIEDMONT AVE,30.735,66.14895085,Poor
7TH ST,PENN AVE,ARGONNE AVE,81.4,62.631,Very Good
7TH ST,WEST PEACHTREE ST,CYPRESS ST,47.535,51.1929662,Marginal
7TH ST,3RD AVE,3RD AVE,22.11,38.9802889,Very Poor
7TH ST,PEACHTREE ST,EVALYN ST,39.615,37.40049619,Poor
7TH ST,HIGHTOWER RD,SAINT JAMES AVE,46.195,52.73973184,Marginal
7TH ST,3RD AVE,GRAND AVE,32.125,57.68100575,Poor
7TH ST,MENTELLE DR,CHARLES ALLEN DR,63.195,49.20670685,Fair
7TH ST NE,CHARLES ALLEN DR NE,CHARLES ALLEN DR NE,73.87,58.15378566,Good
8TH ST,8TH ST,WEST PEACHTREE ST,59.39,48.4179286,Fair
8TH ST,WATKINS ST,DILLON ST,20.855,46.62393308,Very Poor
8TH ST,DURANT PL,TAFT AVE,88.3,69.23775,Very Good
8TH ST,FOWLER ST,EAST END,84.3,65.69775,Very Good
8TH ST,ARGONNE AVE,GLENDALE TER,81.6,67.36572204,Very Good
8TH ST,VEDADO WAY,MONROE DR,50.3,57.6426704,Marginal
8TH ST,JUNIPER ST,PIEDMONT AVE,39.985,50.55441216,Poor
8TH ST,DILLON ST,TECH PKWY,20.855,46.62393308,Very Poor
8TH ST,MYRTLE ST,PENN AVE,43.835,63.69191002,Marginal
8TH ST,MCMILLAN ST,HEMPHILL AVE,20.545,29.8350143,Very Poor
8TH ST,3RD AVE,GRAND AVE,61.44,60.3094802,Fair
8TH ST,CHARLES ALLEN DR,VEDADO WAY,78.5,60.82522965,Good
8TH ST,CURRAN ST,8TH ST,30.57,50.5973061,Poor
8TH ST,TAFT AVE,CHARLES ALLEN DR,69.67,46.80325512,Fair
8TH ST,PEACHTREE ST,EVALYN ST,16.29,24.02847139,Very Poor
8TH ST,GLENDALE TER,DURANT PL,88.3,69.23775,Very Good
8TH ST,MARIETTA ST,HOWELL MILL RD,60.035,52.92172216,Fair
8TH ST,WEST PEACHTREE ST,CYPRESS ST,56.435,27.82223219,Marginal
8TH ST,HOWELL MILL RD,IMAGE AVE,38.065,25.85903151,Poor
8TH ST,CYPRESS ST,PEACHTREE ST,90.1,69.90795,Very Good
8TH ST,WILLIAMS ST,SPRING ST,55.185,82.20004231,Fair
8TH ST,PIEDMONT AVE,MYRTLE ST,63.25,78.35276317,Good
8TH ST,PENN AVE,ARGONNE AVE,49.56,62.66625167,Marginal
8TH ST NW,WATKINS ST NW,3RD ST,17.735,65.24842784,Poor
9TH ST,IMAGE AVE,WATKINS ST,39.89,47.80999398,Poor
9TH ST,WATKINS ST,FIELDER AVE,39.89,47.80999398,Poor
9TH ST,MYRTLE ST,ARGONNE AVE,51.42,64.07852483,Fair
9TH ST,HOWELL MILL RD,IMAGE AVE,28.885,55.54811942,Poor
9TH ST,TAFT AVE,CHARLES ALLEN DR,74.02,52.92999,Good
9TH ST,ARGONNE AVE,TAFT AVE,52.71,61.82262185,Fair
9TH ST,BRADY AVE,HOWELL MILL RD,27.625,51.39988903,Poor
9TH ST NW,DEAD END,CENTER ST NW,22.655,45.69901794,Poor
9TH ST NW,CENTER ST NW,HEMPHILL AVE NW,63.0,66.40419323,Fair
9TH ST NW,MCMILLAN ST,CURRAN ST,66.735,40.68299437,Fair
9TH ST NW,HEMPHILL AVE NW,MCMILLAN ST,63.0,66.40419323,Fair
AARON ST,PENELOPE RD,VERBENA ST,53.15,61.24713837,Fair
AARON ST,PENELOPE ST,PENELOPE RD,86.1,67.38975,Very Good
ABBEY DR,BELFOUR LN,CANNON ST,82.5,63.84375,Very Good
ABBEY DR,CANNON ST,CAMBRIA RD,92.3,82.19251138,Excellent
ABBEY DR,ABBEY PL,BELFOUR LN,77.1,70.59906654,Good
ABBEY DR,CANNON ST,CAMBRIA RD,93.1,80.23995,Excellent
ABBEY DR,DAWSON LN,CAMBRIA RD,84.5,78.44695938,Very Good
ABBEY DR,ABBEY PL,BELFOUR LN,91.5,81.81801605,Excellent
ABBEY DR,DAWSON LN,CAMDEN CT,89.5,80.88624487,Excellent
ABBEY DR,BELFOUR LN,CANNON ST,91.5,81.81801605,Excellent
ABBEY DR,REDWINE PKWY,KENSINGTON CT,87.9,68.91975,Very Good
ABBEY DR,DALEVIEW WAY,NW END,83.3,64.68775,Very Good
ABBEY DR,DALEVIEW WAY,DAWSON LN,90.3,70.71155,Very Good
ABBEY DR,KENSINGTON CT,DAWSON LN,96.8,87.9008,Excellent
ABBEY DR,CAMBRIA RD,CAMDEN CT,82.6,72.01837561,Very Good
ABBEY PL,ABBEY DR,NE END,91.5,81.81801605,Excellent
ABBEY ST,PENELOPE RD,VERBENA ST,18.27,55.66445332,Poor
ABBOT LN NW,HOLLINGSWORTH BLVD NW,DEAD END,65.77,50.39751106,Fair
ABBOT LN NW,HOLLINGSWORTH BLVD NW,HOLLINGSWORTH BLVD NW,65.77,50.39751106,Fair
ABBOT LN NW,DREW DR NW,HOLLINGSWORTH BLVD NW,89.3,69.99775,Very Good
ABBOTT ST,JOYCE ST,JOSEPH E LOWERY BLVD,79.9,60.87975,Good
ABBOTT ST,ABBOTT ST,BALDWIN ST,82.07,63.3768775,Very Good
ABBOTT ST,JOYCE ST,FAIR ST,93.9,82.37195,Excellent
ABBOTT ST,BALDWIN ST,WESTVIEW DR,86.2,67.479,Very Good
ABBOTT ST,PARSONS ST,PALMETTO AVE,69.75,58.30329465,Good
ABBOTT ST,CAMILLA ST,PARSONS ST,65.34,60.21651866,Fair
ABBOTT ST,PALMETTO AVE,BECKWITH ST,46.1,73.81779004,Fair
ABERCROMBIE PL NW,PEACHTREE ST NW,SPRING ST NW,59.39,48.4179286,Fair
ABERDEEN DR,BAKER CIR,BAKER RD,92.6,88.30702837,Excellent
ABERDEEN ST,HOSEA L WILLIAMS DR,HARDEE ST,46.385,43.28720958,Marginal
ABINGTON CT,ABINGTON CT,ABINGTON CT,80.245,61.29249937,Good
ABINGTON CT,ABINGTON CT,CHATSWORTH PL,84.3,65.69775,Very Good
ABINGTON CT,ABINGTON CT,ABINGTON CT,84.3,65.69775,Very Good
ABINGTON CT,CHATSWORTH PL,ABINGTON CT,73.3,57.65671641,Good
ABNER CT NW,MARY GEORGE AVE NW,DEAD END,67.7,42.45775,Fair
ABNER LN NW,ABNER PL NW,MARY GEORGE AVE NW,18.27,70.52817326,Poor
